UniqueID,Year,Admin,Longitude,Latitude,Area
8084,2007,2,-42.6897295,-19.45814161,708.0430341
9299,2007,2,-51.9674162,-23.40090256,708.0430341
9361,2007,2,-51.77967629,-24.68989862,708.0430341
9422,2007,2,-54.43367863,-25.45263066,708.0430341
9476,2007,2,-53.02087416,-24.504664,708.0430341
9508,2007,2,-37.98652126,-8.264018835,708.0430341
9621,2007,2,-34.93042692,-8.044208784,708.0430341
9771,2007,2,-43.1326369,-7.498548448,708.0430341
9919,2007,2,-43.2996099,-22.63234552,708.0430341
9921,2007,2,-42.9642381,-22.58290278,708.0430341
9927,2007,2,-41.89458405,-21.22427045,708.0430341
9941,2007,2,-43.05519939,-22.91658456,708.0430341
9943,2007,2,-43.49807476,-22.69530109,708.0430341
9961,2007,2,-43.45091073,-22.92497304,708.0430341
9966,2007,2,-42.99714369,-22.82543359,708.0430341
9968,2007,2,-43.36576225,-22.78509077,708.0430341
10925,2007,2,-50.3480225,-27.29616043,708.0430341
11010,2007,2,-50.57418267,-21.11328757,708.0430341
11047,2007,2,-48.51018076,-20.93995105,708.0430341
11052,2007,2,-50.35053796,-21.26089685,708.0430341
11087,2007,2,-47.04371594,-22.88340502,708.0430341
11099,2007,2,-45.48549986,-23.63885574,708.0430341
11243,2007,2,-48.70087921,-22.25036441,708.0430341
11537,2007,2,-49.35821499,-20.79678619,708.0430341
11543,2007,2,-46.64735526,-23.64969432,708.0430341
11602,2007,2,-45.02310105,-23.38469987,708.0430341
11789,2007,2,-48.1422334,-10.22423176,708.0430341
6990,2008,2,-38.80632235,-3.781040651,708.0430341
7005,2008,2,-38.52850792,-3.784849794,708.0430341
7051,2008,2,-38.8242337,-4.002709643,708.0430341
7108,2008,2,-39.05149892,-3.602791572,708.0430341
7779,2008,2,-55.88939935,-15.4799639,708.0430341
7936,2008,2,-43.95973192,-19.90239669,708.0430341
8084,2008,2,-42.6897295,-19.45814161,708.0430341
9281,2008,2,-51.10524609,-23.52357728,708.0430341
9621,2008,2,-34.93042692,-8.044208784,708.0430341
9909,2008,2,-41.40396593,-21.74683215,708.0430341
9919,2008,2,-43.2996099,-22.63234552,708.0430341
9921,2008,2,-42.9642381,-22.58290278,708.0430341
9927,2008,2,-41.89458405,-21.22427045,708.0430341
9933,2008,2,-43.11336162,-22.61270834,708.0430341
9941,2008,2,-43.05519939,-22.91658456,708.0430341
9943,2008,2,-43.49807476,-22.69530109,708.0430341
9961,2008,2,-43.45091073,-22.92497304,708.0430341
9966,2008,2,-42.99714369,-22.82543359,708.0430341
9968,2008,2,-43.36576225,-22.78509077,708.0430341
11537,2008,2,-49.35821499,-20.79678619,708.0430341
11538,2008,2,-45.92819393,-23.09013839,708.0430341
6661,2009,2,-39.03762737,-12.18689251,708.0430341
6694,2009,2,-39.19727795,-14.74211754,708.0430341
6707,2009,2,-39.3284553,-14.84885364,708.0430341
6743,2009,2,-40.1586335,-13.87183251,708.0430341
6840,2009,2,-39.29017509,-16.61921176,708.0430341
6865,2009,2,-38.44383526,-12.90289186,708.0430341
7142,2009,2,-40.98407655,-19.57197034,708.0430341
7148,2009,2,-40.44507574,-20.28989488,708.0430341
7151,2009,2,-39.82569471,-18.46905851,708.0430341
7173,2009,2,-40.02139046,-19.38522112,708.0430341
7177,2009,2,-40.62382572,-19.42894578,708.0430341
7183,2009,2,-40.51980161,-18.69854687,708.0430341
7200,2009,2,-40.30110656,-20.12750898,708.0430341
7204,2009,2,-40.50666564,-20.39804489,708.0430341
7301,2009,2,-49.27509198,-16.64207616,708.0430341
7687,2009,2,-54.24939436,-20.91267252,708.0430341
7699,2009,2,-54.43923549,-22.33777625,708.0430341
7844,2009,2,-54.66802635,-16.5197669,708.0430341
7867,2009,2,-56.25497498,-15.570869,708.0430341
7936,2009,2,-43.95973192,-19.90239669,708.0430341
8084,2009,2,-42.6897295,-19.45814161,708.0430341
8695,2009,2,-48.32984931,-19.02745296,708.0430341
9621,2009,2,-34.93042692,-8.044208784,708.0430341
9961,2009,2,-43.45091073,-22.92497304,708.0430341
11538,2009,2,-45.92819393,-23.09013839,708.0430341
7208,2010,2,-40.29338886,-20.27500365,708.0430341
7301,2010,2,-49.27509198,-16.64207616,708.0430341
7687,2010,2,-54.24939436,-20.91267252,708.0430341
7699,2010,2,-54.43923549,-22.33777625,708.0430341
7936,2010,2,-43.95973192,-19.90239669,708.0430341
8118,2010,2,-44.9306756,-20.12377155,708.0430341
8836,2010,2,-55.09524529,-2.828915538,708.0430341
9621,2010,2,-34.93042692,-8.044208784,708.0430341
9961,2010,2,-43.45091073,-22.92497304,708.0430341
10673,2010,2,-60.71742365,3.118279255,708.0430341
11523,2010,2,-46.29248016,-23.87214802,708.0430341
11543,2010,2,-46.64735526,-23.64969432,708.0430341
6509,2011,2,-60.25902124,-2.625919467,708.0430341
6865,2011,2,-38.501414,-12.972218,708.0430341
7687,2011,2,-54.24939436,-20.91267252,708.0430341
8289,2011,2,-43.46485478,-21.74496006,708.0430341
8742,2011,2,-48.42329736,-1.26430504,708.0430341
9621,2011,2,-34.93042692,-8.044208784,708.0430341
9961,2011,2,-43.45091073,-22.92497304,708.0430341
11537,2011,2,-49.35821499,-20.79678619,708.0430341
11626,2011,2,-37.09325786,-10.99109748,708.0430341
11651,2011,2,-37.42173731,-10.68533419,708.0430341
11694,2011,2,-37.82815982,-10.75554053,708.0430341
6366,2012,2,-36.9047,-9.44899,708.0430341
6403,2012,2,-35.27599,-8.95855,708.0430341
6405,2012,2,-35.90313,-9.70897,708.0430341
6420,2012,2,-36.60651,-9.40902,708.0430341
6426,2012,2,-36.46993,-10.24448,708.0430341
6527,2012,2,-69.60265,-3.96298,708.0430341
6694,2012,2,-39.21795,-14.75939,708.0430341
6748,2012,2,-40.23381,-9.39679,708.0430341
7080,2012,2,-39.16983,-3.41344,708.0430341
7097,2012,2,-39.33459,-5.13424,708.0430341
7671,2012,2,-55.73052,-20.76269,708.0430341
7722,2012,2,-53.46637,-21.88205,708.0430341
7747,2012,2,-56.30288,-10.01997,708.0430341
7801,2012,2,-56.15577,-13.04098,708.0430341
7817,2012,2,-56.15193,-13.58906,708.0430341
7858,2012,2,-55.44017,-11.76411,708.0430341
7859,2012,2,-55.69953,-12.68166,708.0430341
7916,2012,2,-45.5676,-20.24351,708.0430341
8161,2012,2,-45.4776,-20.5401,708.0430341
8231,2012,2,-43.28496,-19.5757,708.0430341
8257,2012,2,-49.55042,-19.01507,708.0430341
8371,2012,2,-43.93045268,-16.62067423,708.0430341
8680,2012,2,-43.02555,-21.18115,708.0430341
8860,2012,2,-49.8748,-3.82757,708.0430341
8984,2012,2,-37.75067,-6.54728,708.0430341
9107,2012,2,-51.4595,-23.44732,708.0430341
9212,2012,2,-53.12544,-26.06439,708.0430341
9258,2012,2,-51.58296,-23.07631,708.0430341
9288,2012,2,-51.72359,-23.48811,708.0430341
9549,2012,2,-32.41997,-3.85071,708.0430341
9621,2012,2,-34.93042692,-8.044208784,708.0430341
9636,2012,2,-37.44422,-7.42664,708.0430341
9961,2012,2,-43.45091073,-22.92497304,708.0430341
10340,2012,2,-53.87429,-28.35325,708.0430341
10623,2012,2,-62.95488,-9.91052,708.0430341
10641,2012,2,-62.66636,-10.62696,708.0430341
10642,2012,2,-61.74769,-10.41994,708.0430341
11010,2012,2,-50.5747,-21.14986,708.0430341
11015,2012,2,-48.20111,-21.82763,708.0430341
11128,2012,2,-45.00105,-22.57104,708.0430341
11189,2012,2,-45.21287,-22.82682,708.0430341
11192,2012,2,-46.22783,-23.95753,708.0430341
11257,2012,2,-48.29305,-21.2022,708.0430341
11359,2012,2,-49.30259,-21.4521,708.0430341
11363,2012,2,-48.99168,-20.69621,708.0430341
11391,2012,2,-47.14087,-22.73916,708.0430341
11393,2012,2,-49.48849,-20.09639,708.0430341
11429,2012,2,-48.06856,-20.96612,708.0430341
11468,2012,2,-47.82085912,-21.21045418,708.0430341
11537,2012,2,-49.35669,-20.76911,708.0430341
11622,2012,2,-50.01266,-20.4801,708.0430341
11626,2012,2,-37.09325786,-10.99109748,708.0430341
11651,2012,2,-37.42173731,-10.68533419,708.0430341
11694,2012,2,-37.82815982,-10.75554053,708.0430341
11792,2012,2,-48.88032,-10.23212,708.0430341
6694,2013,2,-39.21795,-14.75939,708.0430341
7118,2013,2,-40.27279,-5.90848,708.0430341
7175,2013,2,-40.89904,-21.0948,708.0430341
7227,2013,2,-49.24836,-16.83994,708.0430341
7302,2013,2,-49.43602,-16.5023,708.0430341
7329,2013,2,-49.44178,-18.32952,708.0430341
7706,2013,2,-54.81409,-21.92184,708.0430341
7714,2013,2,-57.58416,-19.10505,708.0430341
7722,2013,2,-53.46637,-21.88205,708.0430341
7724,2013,2,-51.39833,-19.526,708.0430341
7738,2013,2,-54.99,-21.02035,708.0430341
7747,2013,2,-56.30288,-10.01997,708.0430341
7793,2013,2,-55.0224,-15.8956,708.0430341
7801,2013,2,-56.15577,-13.04098,708.0430341
7816,2013,2,-57.29768,-9.99743,708.0430341
